ASCII Name;Population;LABEL EN;Classification
Villa Guerrero;9509;Mexico;Small City
San Felipe Tlalmimilolpan;9512;Mexico;Small City
Tlahualilo de Zaragoza;9517;Mexico;Small City
Guaratinga;9519;Brazil;Small City
Jardim do Serido;9520;Brazil;Small City
Santa Ana;9523;Guatemala;Small City
Mucurici;9524;Brazil;Small City
San Jose de Gracia;9537;Mexico;Small City
Curillo;9539;Colombia;Small City
Rio Pardo de Minas;9540;Brazil;Small City
Usiacuri;9543;Colombia;Small City
Cunday;9544;Colombia;Small City
Restrepo;9545;Colombia;Small City
Tanhuato de Guerrero;9546;Mexico;Small City
Cerro Largo;9548;Brazil;Small City
Pimentel;9550;Dominican Republic;Small City
Sao Sebastiao;9551;Brazil;Small City
Huixquilucan de Degollado;9554;Mexico;Small City
Higuera de Zaragoza;9555;Mexico;Small City
Puerto Madero;9557;Mexico;Small City
Santa Catarina Yecahuizotl;9563;Mexico;Small City
Santiago Juxtlahuaca;9565;Mexico;Small City
Zambrano;9565;Colombia;Small City
Bolivar;9567;Colombia;Small City
Carmen;9568;Mexico;Small City
Escuintla;9570;Mexico;Small City
Sao Felipe;9574;Brazil;Small City
Anadia;9574;Brazil;Small City
Las Guaranas;9586;Dominican Republic;Small City
Totoras;9587;Argentina;Small City
Xicotencatl;9593;Mexico;Small City
Rafael Delgado;9594;Mexico;Small City
San Juan de la Vega;9597;Mexico;Small City
Sananduva;9601;Brazil;Small City
Girau do Ponciano;9606;Brazil;Small City
Parramos;9613;Guatemala;Small City
Autazes;9614;Brazil;Small City
Miramar;9614;Peru;Small City
Vegachi;9618;Colombia;Small City
Iguatemi;9619;Brazil;Small City
Prados de Santa Rosa;9626;Mexico;Small City
Filadelfia;9630;Colombia;Small City
Nortelandia;9634;Brazil;Small City
Zaragoza;9639;Mexico;Small City
Tequisistlan Primero;9640;Mexico;Small City
Trujillo;9646;Honduras;Small City
San Fernando;9651;Mexico;Small City
San Antonio del Coyote;9653;Mexico;Small City
Texistepec;9655;Mexico;Small City
Ypacarai;9655;Paraguay;Small City
Remigio;9659;Brazil;Small City
Cocoyoc;9663;Mexico;Small City
Parilla;9664;Mexico;Small City
Saba;9666;Honduras;Small City
Chinacota;9667;Colombia;Small City
Mazatecochco;9671;Mexico;Small City
Chui;9675;Uruguay;Small City
Mar de Espanha;9677;Brazil;Small City
Justo Daract;9680;Argentina;Small City
Guia Lopes da Laguna;9681;Brazil;Small City
San Pedro La Laguna;9681;Guatemala;Small City
Las Vigas de Ramirez;9684;Mexico;Small City
Colon;9687;Costa Rica;Small City
Conceicao do Almeida;9690;Brazil;Small City
La Primavera;9690;Colombia;Small City
Belalcazar;9690;Colombia;Small City
Mexicaltzingo;9693;Mexico;Small City
Hayes;9701;Jamaica;Small City
Manaure;9703;Colombia;Small City
Portovelo;9708;Ecuador;Small City
Etchojoa;9710;Mexico;Small City
Sabinopolis;9713;Brazil;Small City
Llano Bonito;9716;Panama;Small City
Ribeirao Branco;9718;Brazil;Small City
Tlatlauquitepec;9720;Mexico;Small City
Margarita;9720;Colombia;Small City
Catarama;9723;Ecuador;Small City
Topes de Collantes;9729;Cuba;Small City
Parauna;9731;Brazil;Small City
Amalfi;9733;Colombia;Small City
Ciudad Cuauhtemoc;9740;Mexico;Small City
Hacari;9745;Colombia;Small City
Ejutla de Crespo;9748;Mexico;Small City
Mesetas;9751;Colombia;Small City
Chorozinho;9754;Brazil;Small City
Fortuna;9755;Brazil;Small City
Puerto Tirol;9767;Argentina;Small City
Alexandria;9769;Brazil;Small City
Brisas de Zicatela;9771;Mexico;Small City
San Ignacio Cerro Gordo;9774;Mexico;Small City
Guajara;9774;Brazil;Small City
El Carril;9780;Argentina;Small City
Santiago Cuautlalpan;9786;Mexico;Small City
Choele Choel;9791;Argentina;Small City
Olmos;9800;Peru;Small City
Petaquillas;9801;Mexico;Small City
Belmonte;9806;Brazil;Small City
Sasaima;9807;Colombia;Small City
Reque;9808;Peru;Small City
Candelaria;9812;Mexico;Small City
General Angel Flores (La Palma);9812;Mexico;Small City
Olaya Herrera;9820;Colombia;Small City
Tetlanohcan;9832;Mexico;Small City
Tekit;9834;Mexico;Small City
Chahuite;9837;Mexico;Small City
Edeia;9838;Brazil;Small City
Chiautla;9839;Mexico;Small City
Itagiba;9843;Brazil;Small City
Utuado;9844;Puerto Rico;Small City
San Martin Jilotepeque;9846;Guatemala;Small City
Cuencame de Ceniceros;9848;Mexico;Small City
San Jose de Las Matas;9853;Dominican Republic;Small City
Rio Segundo;9853;Costa Rica;Small City
Aranzazu;9854;Colombia;Small City
Nueva Palmira;9857;Uruguay;Small City
San Francisco Tetlanohcan;9858;Mexico;Small City
Piacabucu;9861;Brazil;Small City
Eduardo Castex;9861;Argentina;Small City
Buenos Aires;9868;Mexico;Small City
San Lucas ( Pueblo Nuevo de Colan);9874;Peru;Small City
Chupaca;9877;Peru;Small City
Santa Rosa;9880;Mexico;Small City
San Marcos Tlacoyalco;9881;Mexico;Small City
Corral de Bustos;9882;Argentina;Small City
Robore;9882;Bolivia;Small City
Piranhas;9886;Brazil;Small City
Coello;9887;Colombia;Small City
Jiquipilas;9894;Mexico;Small City
Palermo;9896;Colombia;Small City
Condoto;9897;Colombia;Small City
General Zuazua;9898;Mexico;Small City
Canar;9900;Ecuador;Small City
Miraflores;9904;Mexico;Small City
Villa Hidalgo;9908;Mexico;Small City
Porto de Moz;9912;Brazil;Small City
Villa Zaragoza;9915;Mexico;Small City
La Sierra;9935;Colombia;Small City
Santa Maria do Suacui;9936;Brazil;Small City
Juayua;9936;El Salvador;Small City
Champerico;9941;Guatemala;Small City
Pedro Escobedo;9946;Mexico;Small City
Boca del Rio;9947;Mexico;Small City
Arauquita;9950;Colombia;Small City
Tobati;9952;Paraguay;Small City
Anahuac;9952;Mexico;Small City
Teixeira;9954;Brazil;Small City
Envira;9956;Brazil;Small City
Oriental;9957;Mexico;Small City
Huitan;9958;Guatemala;Small City
Joaquim Nabuco;9965;Brazil;Small City
Valle Dorado Inn;9966;Mexico;Small City
Teocelo;9967;Mexico;Small City
Tzucacab;9967;Mexico;Small City
Valle del Guamuez;9969;Colombia;Small City
Yantzaza;9970;Ecuador;Small City
Leones;9971;Argentina;Small City
Manaquiri;9981;Brazil;Small City
Nueva Concepcion;9990;El Salvador;Small City
San Buenaventura;9991;Mexico;Small City
Nhandeara;10000;Brazil;Small City
Nuevo Leon;10000;Guatemala;Small City
Princes Town;10000;Trinidad and Tobago;Small City
Residencia Moacir PU5BHV;10000;Brazil;Small City
Sassier;10000;Haiti;Small City
Santiago Yancuitlalpan;10013;Mexico;Small City
Jataizinho;10014;Brazil;Small City
Pajacuaran;10014;Mexico;Small City
Mutuipe;10016;Brazil;Small City
Taltal;10018;Chile;Small City
Fantino;10024;Dominican Republic;Small City
Daniel Flores;10028;Costa Rica;Small City
Boca de Aroa;10033;Venezuela, Bolivarian Rep. of;Small City
Guadalupe Victoria;10035;Mexico;Small City
Lauro Muller;10035;Brazil;Small City
Alto Piquiri;10039;Brazil;Small City
Algarrobo;10042;Colombia;Small City
Pueblo Nuevo;10043;Mexico;Small City
Ciudad Tula;10043;Mexico;Small City
Sao Joao Evangelista;10049;Brazil;Small City
Paseos de San Juan;10050;Mexico;Small City
Santa Ana Pacueco;10052;Mexico;Small City
Nueva Helvecia;10054;Uruguay;Small City
Grajales;10054;Mexico;Small City
Marcala;10054;Honduras;Small City
Opopeo;10055;Mexico;Small City
Barra de Santo Antonio;10057;Brazil;Small City
Sao Joao de Pirabas;10065;Brazil;Small City
Salaverry;10066;Peru;Small City
La Leonesa;10067;Argentina;Small City
La Pradera;10072;Peru;Small City
Guapo;10075;Brazil;Small City
Saladoblanco;10076;Colombia;Small City
Arinos;10077;Brazil;Small City
Paraguari;10079;Paraguay;Small City
Andrelandia;10079;Brazil;Small City
Rosario;10085;Uruguay;Small City
Santiago Tilapa;10087;Mexico;Small City
Campo Ramon;10088;Argentina;Small City
Ciudad Arce;10095;El Salvador;Small City
Otumba;10097;Mexico;Small City
Cacu;10098;Brazil;Small City
Pacaembu;10101;Brazil;Small City
Jamiltepec;10107;Mexico;Small City
Diriomo;10113;Nicaragua;Small City
Goianapolis;10114;Brazil;Small City
San Andres Ahuashuatepec;10114;Mexico;Small City
Nisia Floresta;10115;Brazil;Small City
Cambuquira;10116;Brazil;Small City
Ouanaminthe;10118;Haiti;Small City
Santa Cruz Amilpas;10120;Mexico;Small City
Tanquian de Escobedo;10127;Mexico;Small City
Nueva Santa Rosa;10130;Guatemala;Small City
Otuzco;10134;Peru;Small City
Saint-Claude;10134;Guadeloupe;Small City
Villa General San Martin;10140;Argentina;Small City
Ixhuatlan del Sureste;10149;Mexico;Small City
Oratorio;10155;Guatemala;Small City
Oeiras do Para;10162;Brazil;Small City
Mogotes;10165;Colombia;Small City
Libertad;10166;Uruguay;Small City
La Calera;10175;Colombia;Small City
Akil;10176;Mexico;Small City
Villa Gonzalez;10177;Dominican Republic;Small City
Nuevo Progreso;10178;Mexico;Small City
Urucurituba;10180;Brazil;Small City
Potosi;10186;Colombia;Small City
San Blas;10187;Mexico;Small City
Moralillo;10191;Mexico;Small City
Xaloztoc;10191;Mexico;Small City
Tetela del Volcan;10199;Mexico;Small City
Itaporanga;10202;Brazil;Small City
Mosquera;10203;Colombia;Small City
Zacatepec;10204;Mexico;Small City
Sao Raimundo das Mangabeiras;10216;Brazil;Small City
Quecholac;10216;Mexico;Small City
Dangriga;10217;Belize;Small City
Felipe Carrillo Puerto;10217;Mexico;Small City
Las Matas de Santa Cruz;10218;Dominican Republic;Small City
Calchaqui;10221;Argentina;Small City
Fraccionamiento la Trinidad;10230;Mexico;Small City
Santa Cruz de Yojoa;10230;Honduras;Small City
Alvorada;10232;Brazil;Small City
Turbana;10235;Colombia;Small City
Marapanim;10236;Brazil;Small City
Puerto Deseado;10237;Argentina;Small City
Cuitzeo del Porvenir;10239;Mexico;Small City
Anguera;10242;Brazil;Small City
El Quebrachal;10243;Argentina;Small City
Sao Jose do Campestre;10254;Brazil;Small City
El Colomo;10255;Mexico;Small City
Uruana;10258;Brazil;Small City
Paratinga;10261;Brazil;Small City
Camocim de Sao Felix;10270;Brazil;Small City
Doctor Arroyo;10272;Mexico;Small City
Tello;10273;Colombia;Small City
Rocafuerte;10274;Ecuador;Small City
Carira;10275;Brazil;Small City
Venecia;10280;Colombia;Small City
Cuajinicuilapa;10282;Mexico;Small City
Nahuatzen;10283;Mexico;Small City
Hecelchakan;10285;Mexico;Small City
Volcan;10286;Panama;Small City
Quatis;10289;Brazil;Small City
Uyuni;10293;Bolivia;Small City
Hidrolandia;10299;Brazil;Small City
Caparrapi;10301;Colombia;Small City
Santo Augusto;10305;Brazil;Small City
Chavantes;10306;Brazil;Small City
Cuatro Cienegas de Carranza;10309;Mexico;Small City
Ciudad de Chiautla de Tapia;10320;Mexico;Small City
Rincon de Tamayo;10324;Mexico;Small City
Solano;10331;Colombia;Small City
San Agustin Acasaguastlan;10335;Guatemala;Small City
Piribebuy;10337;Paraguay;Small City
Taruma;10337;Brazil;Small City
Ebejico;10338;Colombia;Small City
Espumoso;10340;Brazil;Small City
Terra Rica;10346;Brazil;Small City
General Cabrera;10351;Argentina;Small City
Ipora;10353;Brazil;Small City
Las Lomitas;10354;Argentina;Small City
Ingeniero Guillermo N. Juarez;10357;Argentina;Small City
Lima;10367;Paraguay;Small City
Quata;10370;Brazil;Small City
Vicencia;10378;Brazil;Small City
Suan;10381;Colombia;Small City
Sao Goncalo do Amarante;10381;Brazil;Small City
Villa de Reyes;10383;Mexico;Small City
Joao Neiva;10383;Brazil;Small City
Novo Cruzeiro;10385;Brazil;Small City
Realeza;10389;Brazil;Small City
Buenavista Tomatlan;10390;Mexico;Small City
Ciudad del Maiz;10391;Mexico;Small City
Puerto Quijarro;10392;Bolivia;Small City
Sandona;10401;Colombia;Small City
Profesor Carlos Hank Gonzalez;10416;Mexico;Small City
Jaltenango de la Paz;10427;Mexico;Small City
Elesbao Veloso;10430;Brazil;Small City
Tres Rios;10430;Costa Rica;Small City
Miguel Alves;10438;Brazil;Small City
Rio Piracicaba;10439;Brazil;Small City
Queimadas;10439;Brazil;Small City
Sume;10440;Brazil;Small City
San Juan de Abajo;10442;Mexico;Small City
Itapui;10445;Brazil;Small City
Santiago;10449;Peru;Small City
Palestina;10454;Colombia;Small City
Calabazar de Sagua;10455;Cuba;Small City
La Agustina;10457;Dominican Republic;Small City
Zaragoza;10461;Mexico;Small City
Acatlan de Juarez;10461;Mexico;Small City
Esperanza;10462;Cuba;Small City
Santiago Tangamandapio;10463;Mexico;Small City
San Carlos Centro;10465;Argentina;Small City
Rosario Oeste;10468;Brazil;Small City
Pastos Bons;10468;Brazil;Small City
Corzuela;10470;Argentina;Small City
Turiacu;10471;Brazil;Small City
Maribondo;10475;Brazil;Small City
Las Veredas;10478;Mexico;Small City
Pianco;10481;Brazil;Small City
Hernando;10486;Argentina;Small City
Puquio;10491;Peru;Small City
San Agustin Tlaxiaca;10496;Mexico;Small City
La Canada;10506;Mexico;Small City
Ajijic;10509;Mexico;Small City
Tlaixpan;10513;Mexico;Small City
Santa Ines;10520;Brazil;Small City
Matiguas;10523;Nicaragua;Small City
Huautla de Jimenez;10528;Mexico;Small City
Horqueta;10531;Paraguay;Small City
Itagi;10533;Brazil;Small City
Almafuerte;10534;Argentina;Small City
San Juanito;10535;Mexico;Small City
Arteaga;10537;Mexico;Small City
Nilo;10555;Colombia;Small City
Cardoso;10556;Brazil;Small City
El Naranjo;10562;Mexico;Small City
Acoyapa;10563;Nicaragua;Small City
Tlaltizapan;10563;Mexico;Small City
Trou du Nord;10569;Haiti;Small City
Riolandia;10575;Brazil;Small City
Lejanias;10576;Colombia;Small City
Yacuanquer;10579;Colombia;Small City
Nueva Palestina;10588;Mexico;Small City
Junin de los Andes;10592;Argentina;Small City
Santa Ana Tlacotenco;10593;Mexico;Small City
Aquidaba;10596;Brazil;Small City
Jucuapa;10601;El Salvador;Small City
Dolores;10604;Guatemala;Small City
Padre Paraiso;10608;Brazil;Small City
San Francisco Telixtlahuaca;10618;Mexico;Small City
Soto la Marina;10620;Mexico;Small City
Sabana Yegua;10624;Dominican Republic;Small City
Unidad Habitacional Jose Maria Morelos y Pavon;10625;Mexico;Small City
Santa Rosa;10625;Peru;Small City
San Alberto;10627;Colombia;Small City
Villa Tecolutilla;10637;Mexico;Small City
Ibicui;10639;Brazil;Small City
Valencia;10652;Colombia;Small City
Santa Maria Zolotepec;10656;Mexico;Small City
Urussanga;10669;Brazil;Small City
Cubulco;10681;Guatemala;Small City
Areado;10689;Brazil;Small City
Chichihualco;10690;Mexico;Small City
Santa Catarina Ayotzingo;10702;Mexico;Small City
Conceicao do Mato Dentro;10708;Brazil;Small City
Puerto Escondido (Tepeolulco Puerto Escondido);10717;Mexico;Small City
Tapejara;10726;Brazil;Small City
Galeana;10726;Mexico;Small City
Chocaman;10727;Mexico;Small City
Agua de Dios;10742;Colombia;Small City
Zaragoza;10743;Mexico;Small City
Campo Largo;10743;Argentina;Small City
Urupes;10745;Brazil;Small City
Vista Hermosa de Negrete;10752;Mexico;Small City
Degollado;10753;Mexico;Small City
Villa Union;10753;Mexico;Small City
Aurora;10757;Brazil;Small City
Platon Sanchez;10758;Mexico;Small City
El Baul;10760;Venezuela, Bolivarian Rep. of;Small City
Simojovel de Allende;10762;Mexico;Small City
Chahuites;10763;Mexico;Small City
San Ramon;10765;Costa Rica;Small City
Anenecuilco;10773;Mexico;Small City
Arraias;10778;Brazil;Small City
Picui;10779;Brazil;Small City
Coalcoman de Vazquez Pallares;10784;Mexico;Small City
Canarana;10785;Brazil;Small City
Boa Esperanca do Sul;10787;Brazil;Small City
Ricaurte;10788;Colombia;Small City
Alhandra;10788;Brazil;Small City
Algeciras;10792;Colombia;Small City
Mantua;10797;Cuba;Small City
Icononzo;10801;Colombia;Small City
Matelandia;10816;Brazil;Small City
Santa Catarina Mita;10817;Guatemala;Small City
Cipo;10821;Brazil;Small City
Monagrillo;10821;Panama;Small City
Abrego;10822;Colombia;Small City
Cuyotenango;10825;Guatemala;Small City
Ipaucu;10833;Brazil;Small City
Necocli;10835;Colombia;Small City
San Miguel de Salcedo;10838;Ecuador;Small City
Cabo Rojo;10839;Puerto Rico;Small City
Villa Corzo;10841;Mexico;Small City
Curuca;10843;Brazil;Small City
Soritor;10858;Peru;Small City
Pomoca;10864;Mexico;Small City
El Parral;10865;Mexico;Small City
El Trebol;10871;Argentina;Small City
Catacocha;10872;Ecuador;Small City
Exu;10875;Brazil;Small City
Barrio Industrial;10875;Chile;Small City
Nuevo Ideal;10876;Mexico;Small City
Tupi Paulista;10877;Brazil;Small City
Ribeirao Bonito;10877;Brazil;Small City
Atencingo;10879;Mexico;Small City
Yacopi;10887;Colombia;Small City
Alto Parana;10888;Brazil;Small City
Bernardo de Irigoyen;10889;Argentina;Small City
Boca de Uchire;10904;Venezuela, Bolivarian Rep. of;Small City
Terra Roxa;10911;Brazil;Small City
Putla Villa de Guerrero;10925;Mexico;Small City
Caraz;10926;Peru;Small City
Guiratinga;10934;Brazil;Small City
Conjunto Habitacional Villas del Pedregal;10934;Mexico;Small City
Jardim de Piranhas;10935;Brazil;Small City
San Antonio;10938;Costa Rica;Small City
Parque Balmaceda;10941;Chile;Small City
Soata;10945;Colombia;Small City
Caiaponia;10947;Brazil;Small City
Quimili;10959;Argentina;Small City
Atlautla;10967;Mexico;Small City
Parrilla II;10967;Mexico;Small City
Acanceh;10968;Mexico;Small City
Tixkokob;10968;Mexico;Small City
Obando;10970;Colombia;Small City
Zimatlan de Alvarez;10986;Mexico;Small City
San Bartolo Cuautlalpan;10989;Mexico;Small City
Guazapa;10995;El Salvador;Small City
Astolfo Dutra;10999;Brazil;Small City
Condega;11000;Nicaragua;Small City
Gaitania;11000;Colombia;Small City
Saucillo;11004;Mexico;Small City
Amatitan;11006;Mexico;Small City
Jalpan;11010;Mexico;Small City
Mineral del Monte;11015;Mexico;Small City
Le Gros-Morne;11025;Martinique;Small City
El Empalme;11035;Panama;Small City
Candelaria;11039;Argentina;Small City
Areal;11041;Brazil;Small City
Nova Londrina;11042;Brazil;Small City
Novo Aripuana;11044;Brazil;Small City
San Juan Cotzal;11046;Guatemala;Small City
Moncao;11050;Brazil;Small City
Caninde de Sao Francisco;11052;Brazil;Small City
Vicente Noble;11060;Dominican Republic;Small City
La Victoria;11064;Colombia;Small City
Pijino del Carmen;11071;Colombia;Small City
Pedernales;11072;Dominican Republic;Small City
Botelhos;11072;Brazil;Small City
Morazan;11076;Honduras;Small City
San Matias Tlalancaleca;11076;Mexico;Small City
Villas de la Hacienda [Fraccionamiento];11078;Mexico;Small City
Tepatepec;11084;Mexico;Small City
Monte Siao;11089;Brazil;Small City
Jaltenco;11093;Mexico;Small City
San Isidro de Curuguaty;11095;Paraguay;Small City
Reserva;11096;Brazil;Small City
Chinautla;11096;Mexico;Small City
Itabera;11097;Brazil;Small City
San Bernardo;11101;Argentina;Small City
Garagoa;11102;Colombia;Small City
Iguaba Grande;11104;Brazil;Small City
Oporapa;11111;Colombia;Small City
Yumbel;11111;Chile;Small City
Independencia;11113;Brazil;Small City
Camapua;11118;Brazil;Small City
Nueva Concepcion;11121;Guatemala;Small City
Belem de Sao Francisco;11124;Brazil;Small City
Itaquitinga;11128;Brazil;Small City
San Jose de Feliciano;11137;Argentina;Small City
Majagual;11139;Colombia;Small City
San Bartolome Tlaltelulco;11141;Mexico;Small City
Panajachel;11142;Guatemala;Small City
Jacupiranga;11149;Brazil;Small City
Bartica;11157;Guyana;Small City
Junin;11158;Colombia;Small City
Merlo;11159;Argentina;Small City
Tupac Amaru;11159;Peru;Small City
Calimaya;11165;Mexico;Small City
El Tejar;11168;Mexico;Small City
Terra Nova;11169;Brazil;Small City
Sao Bernardo;11171;Brazil;Small City
San Clemente del Tuyu;11174;Argentina;Small City
Pinheiro Machado;11176;Brazil;Small City
La Resolana;11180;Mexico;Small City
Iranduba;11180;Brazil;Small City
Armstrong;11181;Argentina;Small City
Codajas;11185;Brazil;Small City
Pedra;11196;Brazil;Small City
Brasileia;11200;Brazil;Small City
Santa Cruz de las Flores;11204;Mexico;Small City
Gonzalez;11212;Mexico;Small City
Ribeiropolis;11214;Brazil;Small City
Pedregulho;11216;Brazil;Small City
Monte Azul;11221;Brazil;Small City
Aregua;11222;Paraguay;Small City
San Pablo Atlazalpan;11236;Mexico;Small City
Riachao das Neves;11236;Brazil;Small City
Villa Cuauhtemoc;11241;Mexico;Small City
Altania;11242;Brazil;Small City
Mozarlandia;11251;Brazil;Small City
Lapao;11252;Brazil;Small City
Barreirinha;11257;Brazil;Small City
Santa Rosa de Sacco;11257;Peru;Small City
Quixere;11258;Brazil;Small City
Cumaral;11263;Colombia;Small City
San Vicente de Chucuri;11265;Colombia;Small City
San Miguel Xoxtla;11269;Mexico;Small City
Itanhandu;11274;Brazil;Small City
Farias Brito;11288;Brazil;Small City
Nacajuca;11289;Mexico;Small City
Progreso Industrial;11289;Mexico;Small City
Corozal;11297;Puerto Rico;Small City
Pelaya;11306;Colombia;Small City
Venadillo;11310;Colombia;Small City
Berlin;11313;El Salvador;Small City
Las Parejas;11317;Argentina;Small City
Santa Rosa de Viterbo;11329;Colombia;Small City
Concepcion;11330;Peru;Small City
Ahome;11331;Mexico;Small City
Joao Alfredo;11334;Brazil;Small City
El Retorno;11340;Colombia;Small City
Nova Soure;11340;Brazil;Small City
Sanchez;11365;Dominican Republic;Small City
Assare;11369;Brazil;Small City
Humahuaca;11369;Argentina;Small City
Silvania;11377;Brazil;Small City
Porecatu;11390;Brazil;Small City
Cuite;11391;Brazil;Small City
Carinhanha;11407;Brazil;Small City
Castilho;11419;Brazil;Small City
Uaua;11425;Brazil;Small City
Municipio Hato Corozal;11431;Colombia;Small City
Ciudad Tecun Uman;11432;Guatemala;Small City
Samana;11432;Dominican Republic;Small City
Valdez;11441;Ecuador;Small City
Supe Puerto;11450;Peru;Small City
Vicente Guerrero;11455;Mexico;Small City
San Francisco Tecoxpa;11456;Mexico;Small City
Melchor de Mencos;11457;Guatemala;Small City
Fort Liberte;11465;Haiti;Small City
Cedral;11468;Mexico;Small City
Muna;11469;Mexico;Small City
Basse-Terre;11472;Guadeloupe;Small City
San Pedro Tlaltizapan;11472;Mexico;Small City
Luis Correia;11479;Brazil;Small City
Portachuelo;11485;Bolivia;Small City
San Pedro;11489;Colombia;Small City
Nacozari de Garcia;11489;Mexico;Small City
La Carlota;11490;Argentina;Small City
Canatlan;11495;Mexico;Small City
Pao de Acucar;11497;Brazil;Small City
Itirucu;11498;Brazil;Small City
Savaneta;11500;Aruba;Small City
Amarante do Maranhao;11510;Brazil;Small City
Aguas Formosas;11511;Brazil;Small City
Valdivia;11511;Colombia;Small City
Chiautla de Tapia;11511;Mexico;Small City
San Carlos de Guaroa;11512;Colombia;Small City
Sao Jose da Coroa Grande;11512;Brazil;Small City
Bacalar;11513;Mexico;Small City
Nealtican;11517;Mexico;Small City
Barro;11519;Brazil;Small City
Ciudad Gustavo Diaz Ordaz;11523;Mexico;Small City
Quipapa;11533;Brazil;Small City
Jucurutu;11535;Brazil;Small City
Ortigueira;11540;Brazil;Small City
Tierra Colorada;11540;Mexico;Small City
San Gregorio de Nigua;11542;Dominican Republic;Small City
Atescatempa;11543;Guatemala;Small City
Espita;11551;Mexico;Small City
San Pedro Martir;11552;Mexico;Small City
Carmo;11555;Brazil;Small City
Colonia General Alfredo Stroessner;11558;Paraguay;Small City
Crixas;11559;Brazil;Small City
Las Palmas;11562;Mexico;Small City
Boqueirao;11566;Brazil;Small City
Pampa del Indio;11588;Argentina;Small City
Jesus Gomez Portugal (Margaritas);11589;Mexico;Small City
San Sebastian;11590;Puerto Rico;Small City
Yamasa;11595;Dominican Republic;Small City
El Arenal;11610;Mexico;Small City
Tabatinga;11616;Brazil;Small City
Jitauna;11619;Brazil;Small City
San Salvador;11626;Argentina;Small City
Oliva;11629;Argentina;Small City
San Francisco Ocotlan;11636;Mexico;Small City
Tenancingo;11636;Mexico;Small City
Brejo;11636;Brazil;Small City
Villa Vasquez;11642;Dominican Republic;Small City
Coronel Dorrego;11644;Argentina;Small City
Jaguaruna;11649;Brazil;Small City
Curiti;11653;Colombia;Small City
Santa Vitoria;11656;Brazil;Small City
Plan de Ayala;11657;Mexico;Small City
Chajul;11657;Guatemala;Small City
San Mateo;11670;Venezuela, Bolivarian Rep. of;Small City
Salsipuedes;11675;Dominican Republic;Small City
Buenos Aires;11680;Costa Rica;Small City
Dzitbalche;11686;Mexico;Small City
Flores;11692;Brazil;Small City
El Rosario;11707;Mexico;Small City
Canto do Buriti;11714;Brazil;Small City
Cordoba (Santa Leticia);11720;Mexico;Small City
Armero-Guyabal;11720;Colombia;Small City
Chos Malal;11721;Argentina;Small City
Santo Antonio do Sudoeste;11723;Brazil;Small City
Ayotlan;11724;Mexico;Small City
Las Lomas;11726;Panama;Small City
Manga;11732;Brazil;Small City
Trinidad;11734;Colombia;Small City
Puerto Armuelles;11743;Panama;Small City
Zaragoza;11749;El Salvador;Small City
Rurrenabaque;11749;Bolivia;Small City
Jose Maria Morelos;11750;Mexico;Small City
Borborema;11758;Brazil;Small City
Sao Paulo de Olivenca;11763;Brazil;Small City
Santa Rosalia;11765;Mexico;Small City
Rio Casca;11769;Brazil;Small City
Joanopolis;11772;Brazil;Small City
Ascencion;11781;Mexico;Small City
Cruz Grande;11783;Mexico;Small City
Cafayate;11785;Argentina;Small City
Santuario;11787;Colombia;Small City
San Juan Bautista;11798;Panama;Small City
Campestre;11802;Brazil;Small City
Rio Tinto;11804;Brazil;Small City
Las Toscas;11811;Argentina;Small City
San Juan y San Pedro Tezompa;11819;Mexico;Small City
Batalha;11820;Brazil;Small City
Lagoa Formosa;11822;Brazil;Small City
Santa Rita;11823;Paraguay;Small City
Jilotepec de Molina Enriquez;11828;Mexico;Small City
Lomas de San Agustin;11836;Mexico;Small City
Maltrata;11842;Mexico;Small City
Saint-Louis du Nord;11849;Haiti;Small City
Papagaios;11850;Brazil;Small City
Naranjo;11853;Costa Rica;Small City
Magdalena Milpas Altas;11856;Guatemala;Small City
Curaca;11858;Brazil;Small City
Araripe;11860;Brazil;Small City
Santa Ana;11864;Mexico;Small City
Nacozari Viejo;11872;Mexico;Small City
Carahue;11875;Chile;Small City
Ojuelos de Jalisco;11881;Mexico;Small City
Raposa;11883;Brazil;Small City
San Pedro Los Banos;11886;Mexico;Small City
Acatic;11890;Mexico;Small City
Cunha;11895;Brazil;Small City
Coremas;11897;Brazil;Small City
El Sauce;11898;Nicaragua;Small City
Duartina;11902;Brazil;Small City
Mundo Novo;11912;Brazil;Small City
Colonia Leopoldina;11913;Brazil;Small City
Altinho;11913;Brazil;Small City
Borba;11918;Brazil;Small City
Presidente Medici;11922;Brazil;Small City
Veinticinco de Mayo;11928;Argentina;Small City
San Fernando de Atabapo;11929;Venezuela, Bolivarian Rep. of;Small City
Hormigueros;11934;Puerto Rico;Small City
Distraccion;11934;Colombia;Small City
Ribas do Rio Pardo;11934;Brazil;Small City
Montanha;11934;Brazil;Small City
El Coco;11935;Panama;Small City
Coamo;11940;Puerto Rico;Small City
Placido de Castro;11945;Brazil;Small City
Huehuetoca;11948;Mexico;Small City
Maracai;11959;Brazil;Small City
San Blas Atempa;11959;Mexico;Small City
Auriflama;11970;Brazil;Small City
Flores Costa Cuca;11984;Guatemala;Small City
Venustiano Carranza;11987;Mexico;Small City
Colchani;11988;Bolivia;Small City
Capela do Alto;11991;Brazil;Small City
Itacorubi;12000;Brazil;Small City
Paradera;12000;Aruba;Small City
Oxapampa;12000;Peru;Small City
Cacalomacan;12001;Mexico;Small City
